acRate,difficulty,frontendQuestionId,isFavor,paidOnly,title,titleSlug,topicTags,hasSolution,hasVideoSolution
29.521067360840892,Hard,44,False,False,Wildcard Matching,wildcard-matching,"['String', 'Dynamic Programming', 'Greedy', 'Recursion']",True,False
41.23835732745089,Medium,45,False,False,Jump Game II,jump-game-ii,"['Array', 'Dynamic Programming', 'Greedy']",True,False
80.32223826088229,Medium,46,False,False,Permutations,permutations,"['Array', 'Backtracking']",True,False
61.19496695115565,Medium,47,False,False,Permutations II,permutations-ii,"['Array', 'Backtracking', 'Sorting']",True,False
77.41395736655889,Medium,48,False,False,Rotate Image,rotate-image,"['Array', 'Math', 'Matrix']",True,False
70.5572662582935,Medium,49,False,False,Group Anagrams,group-anagrams,"['Array', 'Hash Table', 'String', 'Sorting']",True,True
36.68207784402375,Medium,50,False,False,"Pow(x, n)",powx-n,"['Math', 'Recursion']",True,False
72.03651046667065,Hard,51,False,False,N-Queens,n-queens,"['Array', 'Backtracking']",True,False
76.26205612975849,Hard,52,False,False,N-Queens II,n-queens-ii,['Backtracking'],True,False
51.856984162877914,Medium,53,False,False,Maximum Subarray,maximum-subarray,"['Array', 'Divide and Conquer', 'Dynamic Programming']",True,True
53.28543732754548,Medium,54,False,False,Spiral Matrix,spiral-matrix,"['Array', 'Matrix', 'Simulation']",True,False
39.208807028620676,Medium,55,False,False,Jump Game,jump-game,"['Array', 'Dynamic Programming', 'Greedy']",True,False
49.017818618218996,Medium,56,False,False,Merge Intervals,merge-intervals,"['Array', 'Sorting']",True,True
43.11610116029291,Medium,57,False,False,Insert Interval,insert-interval,['Array'],True,False
55.75914509337545,Easy,58,False,False,Length of Last Word,length-of-last-word,['String'],True,False
73.11256996271193,Medium,59,False,False,Spiral Matrix II,spiral-matrix-ii,"['Array', 'Matrix', 'Simulation']",True,False
49.39853883875239,Hard,60,False,False,Permutation Sequence,permutation-sequence,"['Math', 'Recursion']",True,False
39.58616466769273,Medium,61,False,False,Rotate List,rotate-list,"['Linked List', 'Two Pointers']",True,False
65.53006461580337,Medium,62,False,False,Unique Paths,unique-paths,"['Math', 'Dynamic Programming', 'Combinatorics']",True,False
42.8798137338955,Medium,63,False,False,Unique Paths II,unique-paths-ii,"['Array', 'Dynamic Programming', 'Matrix']",True,False
66.05915402258931,Medium,64,False,False,Minimum Path Sum,minimum-path-sum,"['Array', 'Dynamic Programming', 'Matrix']",True,False
21.254069053844923,Hard,65,False,False,Valid Number,valid-number,['String'],True,False
47.21795386110077,Easy,66,False,False,Plus One,plus-one,"['Array', 'Math']",True,False
55.35535152388873,Easy,67,False,False,Add Binary,add-binary,"['Math', 'String', 'Bit Manipulation', 'Simulation']",True,False
47.47001920612862,Hard,68,False,False,Text Justification,text-justification,"['Array', 'String', 'Simulation']",True,False
40.14846281542911,Easy,69,False,False,Sqrt(x),sqrtx,"['Math', 'Binary Search']",True,True
53.40586674556813,Easy,70,False,False,Climbing Stairs,climbing-stairs,"['Math', 'Dynamic Programming', 'Memoization']",True,False
47.03654259964322,Medium,71,False,False,Simplify Path,simplify-path,"['String', 'Stack']",True,True
58.37253922779719,Medium,72,False,False,Edit Distance,edit-distance,"['String', 'Dynamic Programming']",True,False
59.237687013872254,Medium,73,False,False,Set Matrix Zeroes,set-matrix-zeroes,"['Array', 'Hash Table', 'Matrix']",True,False
51.93615839678244,Medium,74,False,False,Search a 2D Matrix,search-a-2d-matrix,"['Array', 'Binary Search', 'Matrix']",True,False
66.62584948187974,Medium,75,False,False,Sort Colors,sort-colors,"['Array', 'Two Pointers', 'Sorting']",True,False
44.88927254672343,Hard,76,False,False,Minimum Window Substring,minimum-window-substring,"['Hash Table', 'String', 'Sliding Window']",True,False
72.48905682866528,Medium,77,False,False,Combinations,combinations,['Backtracking'],True,False
80.46166932893514,Medium,78,False,False,Subsets,subsets,"['Array', 'Backtracking', 'Bit Manipulation']",True,True
44.8280685348205,Medium,79,False,False,Word Search,word-search,"['Array', 'String', 'Backtracking', 'Depth-First Search', 'Matrix']",True,False
62.47353691493218,Medium,80,False,False,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,"['Array', 'Two Pointers']",True,False
38.67160389142475,Medium,81,False,False,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,"['Array', 'Binary Search']",True,False
49.453778952208424,Medium,82,False,False,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,"['Linked List', 'Two Pointers']",True,False
54.526305790167086,Easy,83,False,False,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,['Linked List'],True,True
46.827894581957295,Hard,84,False,False,Largest Rectangle in Histogram,largest-rectangle-in-histogram,"['Array', 'Stack', 'Monotonic Stack']",True,True
53.11206834635055,Hard,85,False,False,Maximal Rectangle,maximal-rectangle,"['Array', 'Dynamic Programming', 'Stack', 'Matrix', 'Monotonic Stack']",True,False
58.53383111010804,Medium,86,False,False,Partition List,partition-list,"['Linked List', 'Two Pointers']",True,False
41.82100960823774,Hard,87,False,False,Scramble String,scramble-string,"['String', 'Dynamic Programming']",True,False
52.48448426066158,Easy,88,False,False,Merge Sorted Array,merge-sorted-array,"['Array', 'Two Pointers', 'Sorting']",True,True
61.38800864241988,Medium,89,False,False,Gray Code,gray-code,"['Math', 'Backtracking', 'Bit Manipulation']",True,False
59.08220843912342,Medium,90,False,False,Subsets II,subsets-ii,"['Array', 'Backtracking', 'Bit Manipulation']",True,False
36.24152581776716,Medium,91,False,False,Decode Ways,decode-ways,"['String', 'Dynamic Programming']",True,True
49.26211551521298,Medium,92,False,False,Reverse Linked List II,reverse-linked-list-ii,['Linked List'],True,True
52.6022539191415,Medium,93,False,False,Restore IP Addresses,restore-ip-addresses,"['String', 'Backtracking']",True,False
78.20589737717746,Easy,94,False,False,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
59.960737412385825,Medium,95,False,False,Unique Binary Search Trees II,unique-binary-search-trees-ii,"['Dynamic Programming', 'Backtracking', 'Tree', 'Binary Search Tree', 'Binary Tree']",True,False
62.223596180654795,Medium,96,False,False,Unique Binary Search Trees,unique-binary-search-trees,"['Math', 'Dynamic Programming', 'Tree', 'Binary Search Tree', 'Binary Tree']",True,False
41.579849037848646,Medium,97,False,False,Interleaving String,interleaving-string,"['String', 'Dynamic Programming']",True,False
34.11056802559829,Medium,98,False,False,Validate Binary Search Tree,validate-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",True,True
55.70758076477843,Medium,99,False,False,Recover Binary Search Tree,recover-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",True,False
64.63721997383307,Easy,100,False,False,Same Tree,same-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,True
58.84787078991024,Easy,101,False,False,Symmetric Tree,symmetric-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,True
70.08174453677458,Medium,102,False,False,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",True,False
61.23410984474313,Medium,103,False,False,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",True,False
76.88843143428716,Easy,104,False,False,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,True
66.35663492855096,Medium,105,False,False,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",True,False
65.87913731814055,Medium,106,False,False,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",True,False
65.56805089892934,Medium,107,False,False,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,"['Tree', 'Breadth-First Search', 'Binary Tree']",True,False
73.73837506858537,Easy,108,False,False,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,"['Array', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",True,True
64.07128232055696,Medium,109,False,False,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,"['Linked List', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",True,True
54.84580778050731,Easy,110,False,False,Balanced Binary Tree,balanced-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",True,False
50.22250152802686,Easy,111,False,False,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,False
52.585529755016516,Easy,112,False,False,Path Sum,path-sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,False
60.15894522241499,Medium,113,False,False,Path Sum II,path-sum-ii,"['Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
67.95135671662553,Medium,114,False,False,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
49.64461157136712,Hard,115,False,False,Distinct Subsequences,distinct-subsequences,"['String', 'Dynamic Programming']",True,False
65.05375516072644,Medium,116,False,False,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,False
55.114076489344455,Medium,117,False,False,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,False
76.62019793551134,Easy,118,False,False,Pascal's Triangle,pascals-triangle,"['Array', 'Dynamic Programming']",True,True
65.64332740247664,Easy,119,False,False,Pascal's Triangle II,pascals-triangle-ii,"['Array', 'Dynamic Programming']",True,False
58.81466283479497,Medium,120,False,False,Triangle,triangle,"['Array', 'Dynamic Programming']",True,False
54.917541416626605,Easy,121,False,False,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,"['Array', 'Dynamic Programming']",True,True
69.08096981252993,Medium,122,False,False,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,"['Array', 'Dynamic Programming', 'Greedy']",True,True
50.49674341834229,Hard,123,False,False,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,"['Array', 'Dynamic Programming']",True,False
41.01705434340362,Hard,124,False,False,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
50.43772738389903,Easy,125,False,False,Valid Palindrome,valid-palindrome,"['Two Pointers', 'String']",True,False
27.128707140135987,Hard,126,False,False,Word Ladder II,word-ladder-ii,"['Hash Table', 'String', 'Backtracking', 'Breadth-First Search']",True,False
42.170272147323686,Hard,127,False,False,Word Ladder,word-ladder,"['Hash Table', 'String', 'Breadth-First Search']",True,True
47.13009989735594,Medium,128,False,False,Longest Consecutive Sequence,longest-consecutive-sequence,"['Array', 'Hash Table', 'Union Find']",True,False
68.13143482468416,Medium,129,False,False,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,"['Tree', 'Depth-First Search', 'Binary Tree']",True,False
42.326444279887085,Medium,130,False,False,Surrounded Regions,surrounded-regions,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",True,False
71.61107069454218,Medium,131,False,False,Palindrome Partitioning,palindrome-partitioning,"['String', 'Dynamic Programming', 'Backtracking']",True,False
34.983781488068374,Hard,132,False,False,Palindrome Partitioning II,palindrome-partitioning-ii,"['String', 'Dynamic Programming']",True,False
61.58938834133822,Medium,133,False,False,Clone Graph,clone-graph,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph']",True,False
46.09316555148453,Medium,134,False,False,Gas Station,gas-station,"['Array', 'Greedy']",True,False
44.502524582756216,Hard,135,False,False,Candy,candy,"['Array', 'Greedy']",True,False
75.55385607802721,Easy,136,False,False,Single Number,single-number,"['Array', 'Bit Manipulation']",True,False
64.86222066956945,Medium,137,False,False,Single Number II,single-number-ii,"['Array', 'Bit Manipulation']",True,False
59.858387632279296,Medium,138,False,False,Copy List with Random Pointer,copy-list-with-random-pointer,"['Hash Table', 'Linked List']",True,False
48.01360441257331,Medium,139,False,False,Word Break,word-break,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization']",True,True
53.1695277538508,Hard,140,False,False,Word Break II,word-break-ii,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Trie', 'Memoization']",True,False
52.170690714296505,Easy,141,False,False,Linked List Cycle,linked-list-cycle,"['Hash Table', 'Linked List', 'Two Pointers']",True,True
54.30016759480062,Medium,142,False,False,Linked List Cycle II,linked-list-cycle-ii,"['Hash Table', 'Linked List', 'Two Pointers']",True,False
61.89578500602961,Medium,143,False,False,Reorder List,reorder-list,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']",True,False
72.61416965380624,Easy,144,False,False,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
75.17174123703069,Easy,145,False,False,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",True,False
44.7034071213883,Medium,146,False,False,LRU Cache,lru-cache,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']",True,False
56.001725328273075,Medium,147,False,False,Insertion Sort List,insertion-sort-list,"['Linked List', 'Sorting']",True,True
61.171883322252306,Medium,148,False,False,Sort List,sort-list,"['Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort']",True,False
28.603217601087582,Hard,149,False,False,Max Points on a Line,max-points-on-a-line,"['Array', 'Hash Table', 'Math', 'Geometry']",True,False
54.36149392828603,Medium,150,False,False,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,"['Array', 'Math', 'Stack']",True,False
50.76627963532967,Medium,151,False,False,Reverse Words in a String,reverse-words-in-a-string,"['Two Pointers', 'String']",True,False
34.661621126663164,Medium,152,False,False,Maximum Product Subarray,maximum-product-subarray,"['Array', 'Dynamic Programming']",True,False
52.32178284315621,Medium,153,False,False,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,"['Array', 'Binary Search']",True,False
44.03912973299012,Hard,154,False,False,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,"['Array', 'Binary Search']",True,False
56.100879422758545,Medium,155,False,False,Min Stack,min-stack,"['Stack', 'Design']",True,False
64.27365991428556,Medium,156,False,True,Binary Tree Upside Down,binary-tree-upside-down,"['Tree', 'Depth-First Search', 'Binary Tree']",False,False
42.13558441776017,Easy,157,False,True,Read N Characters Given Read4,read-n-characters-given-read4,"['Array', 'Simulation', 'Interactive']",True,False
42.792484346129584,Hard,158,False,True,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,"['Array', 'Simulation', 'Interactive']",False,False
56.166546472829836,Medium,159,False,True,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,"['Hash Table', 'String', 'Sliding Window']",True,True
60.54281906473524,Easy,160,False,False,Intersection of Two Linked Lists,intersection-of-two-linked-lists,"['Hash Table', 'Linked List', 'Two Pointers']",True,True
34.462399533226,Medium,161,False,True,One Edit Distance,one-edit-distance,"['Two Pointers', 'String']",True,False
46.396559377413055,Medium,162,False,False,Find Peak Element,find-peak-element,"['Array', 'Binary Search']",True,True
35.07924348265546,Easy,163,False,True,Missing Ranges,missing-ranges,['Array'],True,False
48.81446594023468,Medium,164,False,False,Maximum Gap,maximum-gap,"['Array', 'Sorting', 'Bucket Sort', 'Radix Sort']",True,False
42.07519055086168,Medium,165,False,False,Compare Version Numbers,compare-version-numbers,"['Two Pointers', 'String']",True,False
25.99917039660628,Medium,166,False,False,Fraction to Recurring Decimal,fraction-to-recurring-decimal,"['Hash Table', 'Math', 'String']",True,False
63.05176932826424,Medium,167,False,False,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,"['Array', 'Two Pointers', 'Binary Search']",True,False
43.06426068203262,Easy,168,False,False,Excel Sheet Column Title,excel-sheet-column-title,"['Math', 'String']",True,False
65.56892143374714,Easy,169,False,False,Majority Element,majority-element,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Counting']",True,False
38.60033521325587,Easy,170,False,True,Two Sum III - Data structure design,two-sum-iii-data-structure-design,"['Array', 'Hash Table', 'Two Pointers', 'Design', 'Data Stream']",True,False
65.41758504708174,Easy,171,False,False,Excel Sheet Column Number,excel-sheet-column-number,"['Math', 'String']",True,False
44.57352967694449,Medium,172,False,False,Factorial Trailing Zeroes,factorial-trailing-zeroes,['Math'],True,False
74.47714020382705,Medium,173,False,False,Binary Search Tree Iterator,binary-search-tree-iterator,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",True,False
39.23273823626422,Hard,174,False,False,Dungeon Game,dungeon-game,"['Array', 'Dynamic Programming', 'Matrix']",True,False
77.72856386610518,Easy,175,False,False,Combine Two Tables,combine-two-tables,['Database'],True,False
43.23549375846015,Medium,176,False,False,Second Highest Salary,second-highest-salary,['Database'],True,False
37.87709693858367,Medium,177,False,False,Nth Highest Salary,nth-highest-salary,['Database'],True,False
64.76711239521113,Medium,178,False,False,Rank Scores,rank-scores,['Database'],True,False
40.98636892858161,Medium,179,False,False,Largest Number,largest-number,"['Array', 'String', 'Greedy', 'Sorting']",True,False
45.63540555897164,Medium,180,False,False,Consecutive Numbers,consecutive-numbers,['Database'],True,False
71.20616161597785,Easy,181,False,False,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,['Database'],True,False
72.20110760250282,Easy,182,False,False,Duplicate Emails,duplicate-emails,['Database'],True,False
70.41864947195337,Easy,183,False,False,Customers Who Never Order,customers-who-never-order,['Database'],True,False
54.14050839284484,Medium,184,False,False,Department Highest Salary,department-highest-salary,['Database'],True,False
57.12175650176692,Hard,185,False,False,Department Top Three Salaries,department-top-three-salaries,['Database'],True,False
55.875064699792965,Medium,186,False,True,Reverse Words in a String II,reverse-words-in-a-string-ii,"['Two Pointers', 'String']",True,True
50.91627661023838,Medium,187,False,False,Repeated DNA Sequences,repeated-dna-sequences,"['Hash Table', 'String', 'Bit Manipulation', 'Sliding Window', 'Rolling Hash', 'Hash Function']",True,False
46.34749636596209,Hard,188,False,False,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,"['Array', 'Dynamic Programming']",True,False
42.64457806431453,Medium,189,False,False,Rotate Array,rotate-array,"['Array', 'Math', 'Two Pointers']",True,False
62.512268694533766,Easy,190,False,False,Reverse Bits,reverse-bits,"['Divide and Conquer', 'Bit Manipulation']",True,False
74.00448077055407,Easy,191,False,False,Number of 1 Bits,number-of-1-bits,"['Divide and Conquer', 'Bit Manipulation']",True,False
26.98886307613187,Medium,192,False,False,Word Frequency,word-frequency,['Shell'],False,False
27.104746100770523,Easy,193,False,False,Valid Phone Numbers,valid-phone-numbers,['Shell'],False,False
28.09624785953207,Medium,194,False,False,Transpose File,transpose-file,['Shell'],False,False
34.31058686803683,Easy,195,False,False,Tenth Line,tenth-line,['Shell'],False,False
63.97106716208014,Easy,196,False,False,Delete Duplicate Emails,delete-duplicate-emails,['Database'],True,False
49.95328567006882,Easy,197,False,False,Rising Temperature,rising-temperature,['Database'],True,False
52.08982086559484,Medium,198,False,False,House Robber,house-robber,"['Array', 'Dynamic Programming']",True,False
66.16452373604615,Medium,199,False,False,Binary Tree Right Side View,binary-tree-right-side-view,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",True,True
61.84977470033564,Medium,200,False,False,Number of Islands,number-of-islands,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",True,True
47.53928504251297,Medium,201,False,False,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,['Bit Manipulation'],True,False
57.72668627820219,Easy,202,False,False,Happy Number,happy-number,"['Hash Table', 'Math', 'Two Pointers']",True,False
51.39575568570777,Easy,203,False,False,Remove Linked List Elements,remove-linked-list-elements,"['Linked List', 'Recursion']",True,False
34.54131075943778,Medium,204,False,False,Count Primes,count-primes,"['Array', 'Math', 'Enumeration', 'Number Theory']",True,False
46.556533060501,Easy,205,False,False,Isomorphic Strings,isomorphic-strings,"['Hash Table', 'String']",True,False
78.84051756162391,Easy,206,False,False,Reverse Linked List,reverse-linked-list,"['Linked List', 'Recursion']",True,True
48.70314668601601,Medium,207,False,False,Course Schedule,course-schedule,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",True,False
67.66522747109457,Medium,208,False,False,Implement Trie (Prefix Tree),implement-trie-prefix-tree,"['Hash Table', 'String', 'Design', 'Trie']",True,False
48.95424548715766,Medium,209,False,False,Minimum Size Subarray Sum,minimum-size-subarray-sum,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']",True,False
52.89729193659325,Medium,210,False,False,Course Schedule II,course-schedule-ii,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",True,True
46.86278290181542,Medium,211,False,False,Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,"['String', 'Depth-First Search', 'Design', 'Trie']",True,False
37.11179144883208,Hard,212,False,False,Word Search II,word-search-ii,"['Array', 'String', 'Backtracking', 'Trie', 'Matrix']",True,True
43.275162095278205,Medium,213,False,False,House Robber II,house-robber-ii,"['Array', 'Dynamic Programming']",True,False
40.42999468614901,Hard,214,False,False,Shortest Palindrome,shortest-palindrome,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",True,False
67.73325921332224,Medium,215,False,False,Kth Largest Element in an Array,kth-largest-element-in-an-array,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",True,True
71.53218707429487,Medium,216,False,False,Combination Sum III,combination-sum-iii,"['Array', 'Backtracking']",True,False
62.94722457476656,Easy,217,False,False,Contains Duplicate,contains-duplicate,"['Array', 'Hash Table', 'Sorting']",True,False
